Competition ID,Participant Type,Successful Submission Count,User_ID,Created At time,Created At Year,Created At Month,Created At Day_of_month
ID_6E1C,1,count 10,ID_BW9MYP4S,02:40.6,1,1,18
ID_20XL,1,,ID_A8HP1ANN,31:46.9,1,1,11
ID_I9BN,1,count 10,ID_A8HP1ANN,23:38.0,1,1,10
ID_64EM,1,,ID_UWQ0SJOE,49:53.0,1,1,5
ID_GR92,1,,ID_UWQ0SJOE,55:15.2,1,1,1
ID_8B8I,1,,ID_UWQ0SJOE,05:10.9,1,1,10
ID_9BU8,1,,ID_PYAB7K83,17:06.2,1,1,28
ID_1CTF,1,count 9,ID_DTNFS447,17:48.9,1,1,5
ID_528W,1,count 8,ID_92HALR2A,45:32.7,1,1,12
ID_N5MO,1,count 10,ID_WFOND8QX,41:11.1,1,1,1
ID_IQLI,1,,ID_KOY8DZ68,51:01.2,1,1,2
ID_9BU8,1,,ID_INNS00A8,17:52.5,1,1,27
ID_KHED,1,,ID_G2NLX6B4,26:47.8,1,1,22
ID_Y6FW,1,,ID_EFVKIS90,41:35.7,1,1,12
ID_F7QD,1,,ID_EFVKIS90,41:35.7,1,1,12
ID_20XL,1,,ID_R9QMVA0T,20:54.9,1,1,23
ID_8B8I,1,,ID_R9QMVA0T,19:15.1,1,1,23
ID_I9BN,1,,ID_XTZUCEHB,13:26.0,1,1,21
ID_8B8I,1,,ID_2TZJGZBK,20:28.5,1,1,10
ID_528W,1,,ID_WSP74LC3,31:02.3,1,1,1
ID_Y6FW,1,,ID_V41J01P1,32:33.1,1,1,11
ID_F7QD,1,,ID_V41J01P1,32:33.1,1,1,11
ID_HGJN,1,count 10,ID_KO9BV9SU,21:59.6,1,1,27
ID_PDKH,1,count 10,ID_FAPUMX3V,08:21.5,1,1,18
ID_56O8,1,,ID_HA13U009,50:54.9,1,1,25
ID_Y6FW,1,count 10,ID_HA13U009,56:20.8,1,1,16
ID_F7QD,1,,ID_HA13U009,56:20.8,1,1,16
ID_PB3Q,1,,ID_HA13U009,50:42.2,1,1,28
ID_PJZC,1,,ID_HA13U009,31:37.5,1,1,23
ID_20XL,1,count 10,ID_HA13U009,12:21.7,1,1,18
ID_J883,1,count 10,ID_HA13U009,04:48.9,1,1,23
ID_6IDY,1,,ID_HA13U009,08:12.6,1,1,16
ID_GR92,1,count 10,ID_HA13U009,46:48.8,1,1,18
ID_Y6FW,1,,ID_TYW3OBKZ,25:00.4,1,1,24
ID_F7QD,1,,ID_TYW3OBKZ,25:00.4,1,1,24
ID_528W,1,,ID_2FUX9PTP,16:45.4,1,1,30
ID_V0FX,1,,ID_W12LC7MK,33:29.9,1,1,8
ID_GR92,1,count 6,ID_W12LC7MK,27:40.1,1,1,3
ID_JRC2,1,count 10,ID_W12LC7MK,28:56.7,1,1,8
ID_VGMZ,1,,ID_W12LC7MK,27:12.1,1,1,3
ID_56O8,1,count 10,ID_W12LC7MK,01:42.9,1,1,23
ID_UU4Y,1,,ID_W12LC7MK,28:59.8,1,1,26
ID_2MIC,1,,ID_W12LC7MK,32:50.1,1,1,26
ID_F7QD,1,,ID_R00AHTOY,48:13.6,1,1,7
ID_528W,1,count 10,ID_R00AHTOY,29:40.6,1,1,13
ID_Y6FW,1,,ID_QQP9VB8F,17:09.5,1,1,20
ID_F7QD,1,,ID_QQP9VB8F,17:09.5,1,1,20
ID_6IDY,1,,ID_QQP9VB8F,56:19.4,1,1,20
ID_GR92,1,,ID_QQP9VB8F,37:10.4,1,1,20
ID_20XL,1,,ID_QQP9VB8F,33:53.3,1,1,20
ID_528W,1,count 10,ID_8XDNU8MM,37:03.5,1,1,13
ID_528W,1,,ID_CGNUWDXA,55:34.9,1,1,1
ID_F7QD,1,,ID_CGNUWDXA,52:49.4,1,1,1
ID_WOVD,1,,ID_G7I6OX2Q,43:20.7,1,1,22
ID_BARV,1,,ID_G7I6OX2Q,52:11.3,1,1,14
ID_J883,1,,ID_G7I6OX2Q,59:18.1,1,1,21
ID_DD5S,1,,ID_G7I6OX2Q,56:13.3,1,1,20
ID_51ZG,1,,ID_IYD0YF6E,00:06.9,1,1,25
ID_VGMZ,1,,ID_IYD0YF6E,43:11.0,1,1,25
ID_528W,1,count 8,ID_UHSFDFQW,22:01.2,1,1,7
ID_64EM,1,,ID_KR0NAKM5,30:50.7,1,1,5
ID_M3G0,1,,ID_M9HFYSCE,39:15.4,1,1,20
ID_1CTF,1,,ID_M9HFYSCE,03:27.3,1,1,14
ID_64EM,1,count 10,ID_1VGQ3MN0,38:16.5,1,1,3
ID_GR92,1,,ID_PPVLFDL9,49:12.6,1,1,2
ID_528W,1,count 10,ID_PPVLFDL9,44:50.6,1,1,6
ID_64EM,1,,ID_PPVLFDL9,26:28.6,1,1,3
ID_J883,1,,ID_TKS7NQ48,33:42.9,1,1,24
ID_V0FX,1,,ID_TKS7NQ48,36:10.7,1,1,24
ID_1CTF,1,,ID_TKS7NQ48,34:08.4,1,1,24
ID_540G,1,count 10,ID_TKS7NQ48,32:18.7,1,1,5
ID_528W,1,count 10,ID_TKS7NQ48,52:28.6,1,1,16
ID_Y6FW,1,,ID_CE0VYS5E,59:11.4,1,1,10
ID_8B8I,1,,ID_CE0VYS5E,58:22.3,1,1,15
ID_UILN,1,,ID_CE0VYS5E,58:51.2,1,1,10
ID_I9BN,1,,ID_CE0VYS5E,59:35.7,1,1,15
ID_528W,1,,ID_CE0VYS5E,45:04.2,1,1,10
ID_F7QD,1,,ID_CE0VYS5E,59:11.4,1,1,10
ID_528W,1,,ID_JA35DL3I,47:09.9,1,1,7
ID_Y6FW,1,,ID_T7ZMJ5MP,30:57.9,1,1,15
ID_GR92,1,,ID_T7ZMJ5MP,55:26.0,1,1,15
ID_L3EB,1,,ID_T7ZMJ5MP,22:34.3,1,1,15
ID_F7QD,1,,ID_T7ZMJ5MP,30:57.9,1,1,15
ID_MN35,1,,ID_NGZCX6KO,46:20.0,1,1,28
ID_6E1C,1,,ID_X0OTWKCJ,15:01.7,1,1,17
ID_528W,1,,ID_X0OTWKCJ,54:17.2,1,1,18
ID_D3SA,1,,ID_X0OTWKCJ,15:01.7,1,1,17
ID_J883,1,,ID_AQIBV924,03:40.0,1,1,27
ID_540G,1,,ID_AQIBV924,00:38.7,1,1,28
ID_528W,1,count 10,ID_AQIBV924,14:31.2,1,1,11
ID_GR92,1,count 8,ID_CEDNKSVV,15:18.9,1,1,1
ID_UU4Y,1,count 8,ID_CEDNKSVV,29:21.3,1,1,30
ID_64EM,1,count 6,ID_CEDNKSVV,55:50.3,1,1,2
ID_56O8,1,count 9,ID_CEDNKSVV,12:21.9,1,1,28
ID_WOVD,1,,ID_Q4AGT4H1,06:44.0,1,1,15
ID_Y6FW,1,,ID_Q4AGT4H1,11:25.5,1,1,10
ID_F7QD,1,,ID_Q4AGT4H1,11:25.6,1,1,10
ID_20XL,1,count 6,ID_PWDGZL89,47:55.8,1,1,10
ID_8B8I,1,,ID_PWDGZL89,18:06.4,1,1,15
ID_UU4Y,1,count 10,ID_PWDGZL89,11:49.4,1,1,30
ID_GR92,1,count 10,ID_PWDGZL89,02:18.9,1,1,26
ID_56O8,1,,ID_PWDGZL89,02:36.1,1,1,26
ID_JRC2,1,,ID_PWDGZL89,21:14.9,1,1,15
ID_2MIC,1,,ID_WPWX9JIA,36:46.0,1,1,25
ID_WOVD,1,count 10,ID_WPWX9JIA,45:37.1,1,1,6
ID_0W7H,1,,ID_WPWX9JIA,37:11.6,1,1,25
ID_56O8,1,,ID_WPWX9JIA,44:09.8,1,1,25
ID_0D02,1,,ID_WPWX9JIA,37:11.6,1,1,25
ID_GR92,1,,ID_WPWX9JIA,12:44.6,1,1,29
ID_UB7R,1,,ID_WPWX9JIA,36:45.9,1,1,25
ID_JRC2,1,,ID_IU80B6OI,31:12.2,1,1,24
ID_20XL,1,,ID_IU80B6OI,42:02.6,1,1,22
ID_64EM,1,,ID_JLAA97OM,19:43.8,1,1,2
ID_OXOJ,1,,ID_3H47I4TY,57:54.7,1,1,23
ID_WWVF,1,,ID_83AJXQQM,20:06.6,1,1,7
ID_BARV,1,,ID_FI5A7L16,50:57.4,1,1,10
ID_528W,1,,ID_DQOEU4SN,12:37.3,1,1,25
ID_GVGW,1,,ID_TM4RLJG5,37:02.6,1,1,22
ID_OXOJ,1,,ID_ZWTO2SYC,24:21.6,1,1,23
ID_F7QD,1,count 10,ID_3U3JQT3W,41:16.9,1,1,16
ID_20XL,1,,ID_3U3JQT3W,57:22.0,1,1,29
ID_Y6FW,1,,ID_3U3JQT3W,41:16.9,1,1,16
ID_OXOJ,1,,ID_AIBRLV7V,27:23.2,1,1,23
ID_528W,1,,ID_YJNDM3W1,32:34.1,1,1,7
ID_UU4Y,1,,ID_PH6WCTJ3,06:53.1,1,1,25
ID_GR92,1,,ID_PH6WCTJ3,10:30.0,1,1,25
ID_8B8I,1,,ID_PH6WCTJ3,08:49.0,1,1,25
ID_OXOJ,1,,ID_7SDU7R2U,31:00.8,1,1,23
ID_3MK3,1,,ID_2EY7Y1EK,34:57.9,1,1,23
ID_G5IQ,1,count 10,ID_E4LZLFAX,18:46.4,1,1,10
ID_528W,1,,ID_H0GJAJAZ,45:49.2,1,1,18
ID_528W,1,,ID_137U29HW,27:27.1,1,1,1
ID_528W,1,,ID_9SD4IK8F,39:52.1,1,1,20
ID_528W,1,count 10,ID_LU7A9OQV,45:41.8,1,1,10
ID_GR92,1,count 10,ID_1X6L6PXT,16:38.7,1,1,5
ID_JRC2,1,count 8,ID_1X6L6PXT,36:53.1,1,1,16
ID_540G,1,,ID_YG7GGLEX,57:39.5,1,1,23
ID_I9BN,1,count 10,ID_RT43AK77,21:00.6,1,1,25
ID_528W,1,,ID_CATREENS,58:56.7,1,1,24
ID_8B8I,1,,ID_CATREENS,44:03.4,1,1,24
ID_JRC2,1,,ID_9CUVZLIO,02:17.3,1,1,30
ID_20XL,1,,ID_9CUVZLIO,16:57.9,1,1,30
ID_UU4Y,1,,ID_SLSAWSP7,36:37.2,1,1,27
ID_20XL,1,,ID_SLSAWSP7,46:12.2,1,1,15
ID_20XL,1,,ID_SXXZMUXX,58:23.1,1,1,21
ID_8B8I,1,,ID_YJWKBTVE,05:30.3,1,1,12
ID_20XL,1,,ID_YJWKBTVE,09:12.2,1,1,12
ID_JRC2,1,,ID_EM988IFW,52:25.7,1,1,9
ID_JRC2,1,,ID_ARD7SXQW,46:17.0,1,1,30
ID_528W,1,count 10,ID_ARD7SXQW,30:31.2,1,1,30
ID_F7QD,1,,ID_ARD7SXQW,55:08.8,1,1,30
ID_KGUF,1,,ID_28NUOVDL,57:25.3,1,1,23
ID_9BU8,1,,ID_28NUOVDL,56:59.9,1,1,22
ID_AL6C,1,,ID_10Y48N35,17:35.3,1,1,16
ID_PJZC,1,,ID_10Y48N35,59:44.0,1,1,16
ID_VGMZ,1,,ID_10Y48N35,18:11.0,1,1,16
ID_528W,1,,ID_U9UPQRLD,20:18.9,1,1,30
ID_WPP3,1,,ID_Q8LUXOU6,45:33.4,1,1,6
ID_ZN92,1,,ID_Q8LUXOU6,45:33.4,1,1,6
ID_20XL,1,,ID_Q8LUXOU6,51:57.6,1,1,16
ID_V0FX,1,,ID_AE2CQA14,24:34.2,1,1,25
ID_XDNX,1,,ID_O7QF2RKK,28:59.3,1,1,3
ID_20XL,1,,ID_OINT2293,54:01.5,1,1,10
ID_GR92,1,,ID_MCMBAY9M,05:37.3,1,1,29
ID_I9BN,1,count 10,ID_TQM9E72F,31:21.4,1,1,29
ID_20XL,1,count 10,ID_TQM9E72F,10:14.9,1,1,13
ID_528W,1,count 10,ID_9PZ834MX,10:39.4,1,1,16
ID_JRC2,1,,ID_8ZQGDHGG,29:39.0,1,1,29
ID_56O8,1,,ID_8ZQGDHGG,33:53.2,1,1,29
ID_GR92,1,count 6,ID_L6012FIK,51:23.9,1,1,27
ID_WOVD,1,,ID_L6012FIK,10:25.5,1,1,8
ID_HGJN,1,count 6,ID_WTFURTSJ,25:08.4,1,1,28
ID_528W,1,,ID_P4SR71JD,03:07.0,1,1,12
ID_F7QD,1,,ID_OR5WJYWY,36:05.6,1,1,20
ID_Y6FW,1,,ID_OR5WJYWY,36:05.6,1,1,20
ID_GR92,1,,ID_KUN8ICAG,42:52.9,1,1,1
ID_0W7H,1,,ID_Y0JQGSS4,23:56.0,1,1,24
ID_0D02,1,,ID_Y0JQGSS4,23:56.1,1,1,24
ID_UB7R,1,,ID_Y0JQGSS4,23:56.1,1,1,24
ID_2MIC,1,,ID_Y0JQGSS4,23:56.1,1,1,24
ID_9BU8,1,,ID_P3QDE9DL,58:23.4,1,1,28
ID_6IDY,1,,ID_JQRT7PPY,07:21.2,1,1,9
ID_8B8I,1,,ID_JQRT7PPY,03:02.7,1,1,9
ID_528W,1,count 10,ID_EKNCDE87,59:45.5,1,1,30
ID_IVH9,1,,ID_WIQA14K5,06:00.3,1,1,22
ID_J883,1,,ID_WIQA14K5,25:32.5,1,1,17
ID_AL6C,1,,ID_WIQA14K5,04:21.1,1,1,22
ID_NKJR,1,,ID_WIQA14K5,06:00.3,1,1,22
ID_8B8I,1,,ID_M28BVICX,13:14.2,1,1,15
ID_20XL,1,,ID_KNGU0SQX,18:51.5,1,1,14
ID_D3SA,1,,ID_BMX11CX0,38:43.2,1,1,9
ID_6E1C,1,,ID_BMX11CX0,38:43.2,1,1,9
ID_JRC2,1,,ID_HGNVHVC4,35:54.4,1,1,28
ID_8B8I,1,,ID_J2DVBOSY,43:03.8,1,1,14
ID_528W,1,,ID_HWAO3KXZ,06:07.4,1,1,14
ID_JRC2,1,,ID_NNR7P6R5,30:21.2,1,1,17
ID_64EM,1,,ID_NNR7P6R5,06:23.0,1,1,3
ID_GR92,1,count 10,ID_NNR7P6R5,06:37.5,1,1,3
ID_528W,1,,ID_JQ1TF37T,14:45.6,1,1,8
ID_528W,1,count 10,ID_BCI1855Z,13:50.9,1,1,1
ID_PDKH,1,,ID_ZELO1E3N,09:14.5,1,1,30
ID_56O8,1,,ID_ZELO1E3N,36:41.5,1,1,23
ID_20XL,1,,ID_ZELO1E3N,41:00.5,1,1,21
ID_528W,1,,ID_NWJZCMTA,20:03.9,1,1,3
ID_528W,1,,ID_50JC7HOA,24:44.5,1,1,6
ID_6E1C,1,,ID_G0CFJH9Z,16:51.6,1,1,23
ID_UU4Y,1,count 10,ID_LN8MKZI4,45:35.7,1,1,23
ID_0D02,1,,ID_OSRWTQ0L,38:07.0,1,1,25
ID_J883,1,,ID_OSRWTQ0L,33:06.9,1,1,25
ID_PDKH,1,,ID_OSRWTQ0L,35:53.7,1,1,25
ID_2MIC,1,,ID_OSRWTQ0L,38:07.0,1,1,25
ID_UU4Y,1,,ID_OSRWTQ0L,18:02.6,1,1,25
ID_0W7H,1,count 10,ID_OSRWTQ0L,38:07.0,1,1,25
ID_UB7R,1,,ID_OSRWTQ0L,38:07.0,1,1,25
ID_528W,1,count 10,ID_ESWJ7ERY,47:59.5,1,1,16
ID_528W,1,,ID_N39E99RH,42:50.7,1,1,7
ID_528W,1,count 8,ID_VR4FYYDK,25:15.1,1,1,16
ID_GR92,1,,ID_8LZLP2VZ,19:35.9,1,1,22
ID_G5IQ,1,,ID_JJMEOD6W,44:47.0,1,1,25
ID_JRC2,1,,ID_W2DH3TST,03:56.1,1,1,9
ID_6E1C,1,,ID_W2DH3TST,18:37.1,1,1,17
ID_JRC2,1,,ID_GSDQC8YC,24:48.1,1,1,20
ID_20XL,1,,ID_GSDQC8YC,58:26.9,1,1,20
ID_JRC2,1,,ID_K5DNZJUL,11:53.5,1,1,19
ID_I9BN,1,count 3,ID_QXI37KW6,56:30.2,1,1,23
ID_20XL,1,,ID_2OYR5DG2,26:08.9,1,1,17
ID_I9BN,1,,ID_MGIGYQA0,43:21.8,1,1,29
ID_I9BN,1,,ID_Q64CHHCU,30:35.4,1,1,3
ID_64EM,1,,ID_Q64CHHCU,29:43.6,1,1,3
ID_OXOJ,1,count 10,ID_M6Z3PEGN,52:58.1,1,1,23
ID_I9BN,1,,ID_M6Z3PEGN,35:37.1,1,1,28
ID_OXOJ,1,,ID_F3MQVPNM,59:25.5,1,1,23
ID_KHED,1,,ID_G40DWDOS,00:47.0,1,1,2
ID_528W,1,,ID_P7U9O160,53:31.3,1,1,7
ID_528W,1,count 10,ID_CPDMO7DG,20:21.2,1,1,8
ID_F7QD,1,,ID_J3ZRI8BY,56:32.5,1,1,17
ID_JRC2,1,,ID_XDH8IJ1N,26:00.4,1,1,9
ID_20XL,1,count 3,ID_XDH8IJ1N,15:34.1,1,1,9
ID_JRC2,1,,ID_V56N4FNY,16:52.1,1,1,12
ID_6E1C,1,,ID_V56N4FNY,45:54.9,1,1,14
ID_20XL,1,,ID_WVJYUAAE,43:02.9,1,1,16
ID_20XL,1,,ID_NDF6HRIQ,35:20.2,1,1,18
ID_GWL0,1,,ID_ZLK4SRPS,16:55.1,1,1,9
ID_I9BN,1,,ID_ZLK4SRPS,56:07.6,1,1,8
ID_J883,1,,ID_ZLK4SRPS,19:52.8,1,1,9
ID_CVUS,1,count 10,ID_NCZM5RWJ,32:40.8,1,1,1
ID_528W,1,,ID_JSNYEUBE,37:16.7,1,1,2
ID_528W,1,count 10,ID_T7Y6FDLX,52:40.4,1,1,15
ID_528W,1,count 10,ID_P916FDBR,07:41.2,1,1,7
ID_OXOJ,1,,ID_7WGVCDZH,03:55.1,1,1,23
ID_528W,1,count 10,ID_5Y8QGZWR,14:34.6,1,1,3
ID_CVUS,1,count 10,ID_7Q8ED57K,52:30.2,1,1,1
ID_528W,1,,ID_QPFW2FST,44:54.5,1,1,4
ID_IQLI,1,,ID_2OFDB799,23:12.1,1,1,10
ID_PJZC,1,,ID_4DS3ZDJ2,51:05.2,1,1,15
ID_UILN,1,,ID_4DS3ZDJ2,54:04.9,1,1,15
ID_528W,1,,ID_HHOBE0Z9,47:02.8,1,1,8
ID_528W,1,,ID_5S8L32U6,22:07.4,1,1,12
ID_Y6FW,1,,ID_ASF2Z800,11:50.9,1,1,19
ID_F7QD,1,count 10,ID_ASF2Z800,21:48.2,1,1,19
ID_8B8I,1,,ID_ASF2Z800,01:46.3,1,1,23
ID_20XL,1,,ID_ASF2Z800,49:14.2,1,1,23
ID_PDKH,1,,ID_AD60AKSE,07:36.9,1,1,18
ID_GR92,1,count 10,ID_IAK3FLIY,27:36.7,1,1,16
ID_F7QD,1,,ID_86OG855D,09:01.9,1,1,23
ID_528W,1,count 10,ID_SD1IV0P4,17:18.0,1,1,7
ID_D3SA,1,,ID_GZLY8884,33:30.4,1,1,21
ID_6E1C,1,,ID_GZLY8884,33:30.4,1,1,21
ID_528W,1,,ID_0PJ1WEGF,54:52.7,1,1,2
ID_UU4Y,1,,ID_1UEBP0QA,16:12.9,1,1,25
ID_528W,1,,ID_1UEBP0QA,03:37.6,1,1,24
ID_E1KX,1,,ID_8M56E8YF,08:43.8,1,1,1
ID_6E1C,1,,ID_8ADNLXHZ,24:14.6,1,1,22
ID_I9BN,1,,ID_UK7P6U4M,18:03.7,1,1,30
ID_GR92,1,,ID_5O23FG5J,38:09.5,1,1,21
