FeatureX,FeatureY,User_ID,Countries_ID,Created At time,Created At Year,Created At Month,Month Name,Created At Day_of_month
0,0,ID_ICY0P0D6,X9GR,11:53.1,1,1,Jan,8
0,1,ID_V6NN7Q9H,X9GR,56:37.9,1,1,Jan,4
0,0,ID_M2ADIQ3V,X9GR,47:26.7,1,1,Jan,4
0,0,ID_SWQ6FADT,X9GR,47:53.4,1,1,Jan,3
0,0,ID_ZBFZ8HXG,X9GR,57:30.9,1,1,Jan,2
0,0,ID_NIO3SZTQ,X9GR,27:15.4,1,1,Jan,5
0,0,ID_8IWP417O,X9GR,24:13.4,1,1,Jan,1
0,0,ID_2DZ2GNKD,X9GR,32:42.1,1,1,Jan,29
0,0,ID_07S9C7KP,X9GR,09:21.0,1,1,Jan,30
0,0,ID_VSILPK0B,X9GR,22:12.4,1,1,Jan,26
1,0,ID_IFPE4M51,X9GR,09:18.6,1,1,Jan,8
0,1,ID_H6OTZOMT,X9GR,48:13.7,1,1,Jan,8
0,1,ID_OEXO3GL3,X9GR,19:06.0,1,1,Jan,4
0,0,ID_KY6P1G3I,X9GR,00:31.0,1,1,Jan,4
0,0,ID_W12LC7MK,X9GR,23:36.2,1,1,Jan,3
0,3,ID_2B9JX4T3,X9GR,36:16.6,1,1,Jan,3
0,0,ID_38PGFSO7,X9GR,04:23.0,1,1,Jan,6
0,0,ID_SEV7OJW9,X9GR,10:18.6,1,1,Jan,7
0,0,ID_0HTAPGAJ,X9GR,45:26.0,1,1,Jan,28
0,0,ID_UVVXLD8M,X9GR,08:48.4,1,1,Jan,1
1,0,ID_JFY7O4KS,X9GR,55:53.7,1,1,Jan,8
0,1,ID_N4QA078X,X9GR,11:53.4,1,1,Jan,20
0,0,ID_ZPVRVBKL,X9GR,34:11.6,1,1,Jan,23
1,0,ID_AJ1VQYEJ,X9GR,08:17.6,1,1,Jan,1
0,0,ID_QYK3M68W,X9GR,43:34.7,1,1,Jan,7
0,0,ID_TFVYFLLA,X9GR,54:51.2,1,1,Jan,6
0,0,ID_EUA9CUDT,X9GR,32:14.2,1,1,Jan,6
0,0,ID_2U3E6286,X9GR,11:43.1,1,1,Jan,20
0,0,ID_YVRQ23PU,X9GR,16:00.5,1,1,Jan,6
0,0,ID_8PHENYVW,X9GR,21:23.8,1,1,Jan,6
0,0,ID_O1LBVDH8,X9GR,55:36.5,1,1,Jan,3
0,1,ID_6ZBAEBN9,X9GR,17:45.6,1,1,Jan,6
0,0,ID_MKGVTJ5X,X9GR,16:12.6,1,1,Jan,16
0,0,ID_H1ZJY8D0,X9GR,34:49.6,1,1,Jan,19
0,1,ID_S2LIW1JL,X9GR,37:26.2,1,1,Jan,7
0,0,ID_0FFAN7II,X9GR,41:49.9,1,1,Jan,1
0,0,ID_EAL006TP,X9GR,44:34.2,1,1,Jan,20
1,0,ID_PPVLFDL9,X9GR,17:20.7,1,1,Jan,2
1,0,ID_86CVTGTO,X9GR,54:00.8,1,1,Jan,12
0,0,ID_40SDC6LA,X9GR,53:51.2,1,1,Jan,4
0,0,ID_4R8BTZZT,X9GR,07:19.3,1,1,Jan,5
0,0,ID_ZYVA36JR,X9GR,58:33.3,1,1,Jan,24
0,0,ID_EG3QPVOA,X9GR,48:49.9,1,1,Jan,24
0,0,ID_VYTKY4RY,X9GR,57:56.4,1,1,Jan,23
0,1,ID_VM52XFAA,X9GR,19:15.9,1,1,Jan,5
0,0,ID_KNKV8AKO,X9GR,42:17.0,1,1,Jan,24
1,0,ID_Q1Y82LNW,X9GR,54:33.3,1,1,Jan,6
0,0,ID_KSFS663N,X9GR,16:36.6,1,1,Jan,29
0,1,ID_BCI1855Z,X9GR,48:24.1,1,1,Jan,1
0,0,ID_LKJ7SLFE,X9GR,36:47.8,1,1,Jan,3
0,0,ID_5EG5WCTF,X9GR,13:44.4,1,1,Jan,6
0,1,ID_FPTP8CNC,X9GR,06:02.3,1,1,Jan,9
0,1,ID_XNFPA4P7,X9GR,47:58.4,1,1,Jan,18
1,0,ID_ELUUMCJH,X9GR,24:40.6,1,1,Jan,6
0,0,ID_UXQ8B16G,X9GR,46:17.6,1,1,Jan,11
0,0,ID_UC25CUS9,X9GR,48:18.9,1,1,Jan,2
0,0,ID_6ZYX04NX,X9GR,09:21.6,1,1,Jan,4
0,0,ID_QPFW2FST,X9GR,21:15.9,1,1,Jan,2
0,0,ID_9079YMCA,X9GR,18:19.6,1,1,Jan,1
1,0,ID_7375A32G,X9GR,38:14.3,1,1,Jan,1
0,0,ID_J5KA68XK,X9GR,47:06.2,1,1,Jan,6
0,0,ID_I5BH40UI,X9GR,39:53.5,1,1,Jan,18
0,0,ID_R4GYHVLG,X9GR,55:18.9,1,1,Jan,17
0,0,ID_DDSVZY4P,X9GR,14:53.3,1,1,Jan,4
1,1,ID_SPND5QR8,X9GR,49:24.8,1,1,Jan,24
0,0,ID_VF9G3ML6,X9GR,01:46.5,1,1,Jan,4
1,1,ID_SBOI4NXF,X9GR,58:06.1,1,1,Jan,11
0,0,ID_1QM0HXAX,X9GR,17:01.6,1,1,Jan,6
0,0,ID_8TNY53B0,X9GR,01:24.5,1,1,Jan,26
0,1,ID_MPNFW1IE,X9GR,49:24.0,1,1,Jan,28
0,1,ID_EWZODJJG,X9GR,38:04.2,1,1,Jan,14
0,1,ID_YSH5AAJZ,X9GR,06:30.9,1,1,Jan,8
0,0,ID_3NOXMGBU,X9GR,35:45.7,1,1,Jan,26
1,0,ID_NILTYSPH,X9GR,18:02.0,1,1,Jan,23
0,0,ID_FLLX4V8E,X9GR,02:24.5,1,1,Jan,14
1,0,ID_ITROCQYM,X9GR,46:43.3,1,1,Jan,6
1,0,ID_E4W244IT,X9GR,16:16.3,1,1,Jan,1
0,1,ID_275T65MN,X9GR,32:07.8,1,1,Jan,28
0,0,ID_SYML7K74,X9GR,11:58.2,1,1,Jan,13
0,0,ID_AZAYJPJZ,X9GR,17:31.7,1,1,Jan,24
0,0,ID_BG23KKCJ,X9GR,20:54.9,1,1,Jan,16
1,0,ID_CKK2BCMY,X9GR,46:25.1,1,1,Jan,3
0,0,ID_6IXHEZ5P,X9GR,42:12.3,1,1,Jan,30
0,0,ID_OW1FAIQX,X9GR,54:40.3,1,1,Jan,5
1,0,ID_NWJZCMTA,X9GR,50:56.3,1,1,Jan,3
0,0,ID_D218GJZ4,X9GR,46:25.6,1,1,Jan,6
0,0,ID_GR33HQFM,X9GR,33:37.8,1,1,Jan,3
0,1,ID_IAXSTF2X,X9GR,37:36.5,1,1,Jan,16
0,1,ID_TYW3OBKZ,X9GR,02:22.0,1,1,Jan,24
0,0,ID_DHR4YIKU,X9GR,34:43.5,1,1,Jan,30
0,0,ID_XEJJP571,X9GR,40:58.8,1,1,Jan,30
0,0,ID_B8ZB8V01,X9GR,03:36.3,1,1,Jan,6
0,0,ID_A8J6U1H4,X9GR,04:21.1,1,1,Jan,4
0,0,ID_GZ5EU4DJ,X9GR,06:22.6,1,1,Jan,5
0,0,ID_L5NLAZJS,X9GR,24:07.9,1,1,Jan,28
0,1,ID_Z2VHWNCW,X9GR,33:08.7,1,1,Jan,8
1,1,ID_VYNC1S1L,X9GR,58:03.3,1,1,Jan,27
1,1,ID_I2BWZCWU,X9GR,11:19.3,1,1,Jan,1
0,1,ID_TPMWZL56,X9GR,41:02.9,1,1,Jan,10
0,0,ID_M9EFAK3H,X9GR,49:57.7,1,1,Jan,14
1,0,ID_4SSOOJE3,X9GR,47:20.5,1,1,Jan,10
0,0,ID_ERUC4YJJ,X9GR,46:12.9,1,1,Jan,7
0,0,ID_CPTSAXCA,X9GR,54:29.0,1,1,Jan,8
0,0,ID_XQD9Z93L,X9GR,27:25.8,1,1,Jan,30
1,0,ID_BYWW0STK,X9GR,30:23.1,1,1,Jan,20
0,0,ID_6D1E0G57,X9GR,04:00.1,1,1,Jan,4
0,1,ID_7RXQVKG4,X9GR,26:43.6,1,1,Jan,28
0,0,ID_QB61207J,X9GR,37:47.8,1,1,Jan,2
0,0,ID_0WWMZNFR,X9GR,56:52.4,1,1,Jan,24
1,0,ID_YVGPS54D,X9GR,43:13.1,1,1,Jan,9
0,0,ID_FZX3L2IM,X9GR,01:32.4,1,1,Jan,4
0,0,ID_H1VEXHLN,X9GR,23:45.4,1,1,Jan,23
0,0,ID_XGP4TKS9,X9GR,41:51.0,1,1,Jan,6
0,0,ID_HB0R8EJS,X9GR,58:35.3,1,1,Jan,3
0,0,ID_NDOKZG92,X9GR,09:46.8,1,1,Jan,5
1,0,ID_YG7GGLEX,X9GR,45:24.1,1,1,Jan,23
1,0,ID_F5EZ2V0D,X9GR,42:33.0,1,1,Jan,25
0,0,ID_EEPMKDGT,X9GR,27:30.3,1,1,Jan,14
0,0,ID_WLIHDAZK,X9GR,18:23.5,1,1,Jan,3
0,0,ID_HRTYQZ1A,X9GR,43:12.0,1,1,Jan,24
0,1,ID_2C3IV1OR,X9GR,07:06.4,1,1,Jan,25
0,0,ID_9PZ834MX,X9GR,36:02.3,1,1,Jan,13
1,1,ID_AN1RU5VO,X9GR,56:28.8,1,1,Jan,4
0,0,ID_BTLLG60U,X9GR,31:16.4,1,1,Jan,24
1,0,ID_GVA4R0WG,X9GR,46:46.0,1,1,Jan,16
1,0,ID_PZB0K5T9,X9GR,29:03.2,1,1,Jan,1
0,0,ID_5SG1C2Q5,X9GR,43:07.2,1,1,Jan,4
0,0,ID_O68HBZ7X,X9GR,18:17.8,1,1,Jan,24
1,0,ID_QFMGQQHD,X9GR,45:22.8,1,1,Jan,5
0,0,ID_OXGMXDCF,X9GR,45:33.3,1,1,Jan,6
0,0,ID_PRIWKTUC,X9GR,14:38.7,1,1,Jan,13
1,0,ID_N39E99RH,X9GR,27:07.7,1,1,Jan,7
0,0,ID_9OB163W6,X9GR,22:28.6,1,1,Jan,2
0,0,ID_KSG9674Z,X9GR,25:53.7,1,1,Jan,3
1,0,ID_5ROY8FPN,X9GR,28:09.9,1,1,Jan,12
1,0,ID_C2U3M4II,X9GR,56:51.5,1,1,Jan,3
0,0,ID_X6HVDGAF,X9GR,32:30.4,1,1,Jan,16
1,0,ID_XU5NB5Q9,X9GR,19:30.7,1,1,Jan,14
0,0,ID_5U83YV26,X9GR,13:05.2,1,1,Jan,7
0,0,ID_D1NNY7FQ,X9GR,06:59.4,1,1,Jan,6
0,0,ID_NFTD9923,X9GR,52:39.8,1,1,Jan,3
0,0,ID_3371PW9N,X9GR,48:35.1,1,1,Jan,17
0,0,ID_4QN8K0FL,X9GR,32:22.2,1,1,Jan,8
0,0,ID_68X5BZI8,X9GR,09:21.9,1,1,Jan,24
0,0,ID_N27334SH,X9GR,58:17.9,1,1,Jan,2
0,1,ID_0ASJMXLN,X9GR,15:33.0,1,1,Jan,13
0,1,ID_26Z2LR4Z,X9GR,21:26.1,1,1,Jan,2
0,0,ID_DXA1DO3I,X9GR,34:47.1,1,1,Jan,7
0,0,ID_KSHKM2B2,X9GR,21:07.1,1,1,Jan,6
0,1,ID_HGGALUS9,X9GR,37:39.2,1,1,Jan,22
1,1,ID_FDVUE2OM,X9GR,12:44.6,1,1,Jan,12
0,0,ID_PECUUYLT,X9GR,22:47.7,1,1,Jan,2
0,0,ID_HO6H5F6D,X9GR,20:42.6,1,1,Jan,1
0,0,ID_MJWVN4I2,X9GR,44:38.1,1,1,Jan,11
0,0,ID_58SI7NDO,X9GR,23:22.8,1,1,Jan,6
1,0,ID_AJKACQ3B,X9GR,10:54.8,1,1,Jan,1
1,1,ID_BVRPNWXY,X9GR,07:10.2,1,1,Jan,3
0,0,ID_7G9H5XVS,X9GR,24:40.2,1,1,Jan,4
0,1,ID_SFTJJPHP,X9GR,18:04.6,1,1,Jan,24
0,0,ID_IN5OYMHO,X9GR,38:09.5,1,1,Jan,1
0,1,ID_JGWUL0MP,X9GR,21:33.1,1,1,Jan,7
0,0,ID_NCU5DH6Y,X9GR,20:20.8,1,1,Jan,24
0,0,ID_CU43NB3C,X9GR,22:26.6,1,1,Jan,19
0,0,ID_V9FXEME2,X9GR,47:12.4,1,1,Jan,3
0,1,ID_KB7NCTB4,X9GR,41:03.3,1,1,Jan,5
0,0,ID_XZWLWSFW,X9GR,34:31.7,1,1,Jan,2
0,0,ID_DQOEU4SN,X9GR,36:53.6,1,1,Jan,24
0,0,ID_FEHKRDFF,X9GR,02:12.0,1,1,Jan,1
0,1,ID_JHK1Q05B,X9GR,03:32.1,1,1,Jan,2
0,0,ID_PQUDNBUB,X9GR,27:06.0,1,1,Jan,1
1,0,ID_HZB489P7,X9GR,07:56.0,1,1,Jan,12
0,0,ID_YJQDZ67V,X9GR,01:36.7,1,1,Jan,27
0,0,ID_SGP1171N,X9GR,41:13.8,1,1,Jan,24
0,0,ID_J3O11FBH,X9GR,36:36.9,1,1,Jan,24
0,0,ID_H0GJAJAZ,X9GR,37:16.6,1,1,Jan,18
0,3,ID_4TCMJ2L8,X9GR,01:23.0,1,1,Jan,6
0,3,ID_V1D95B18,X9GR,58:00.9,1,1,Jan,3
0,0,ID_1UEBP0QA,X9GR,25:21.9,1,1,Jan,24
0,0,ID_E13OXTPA,X9GR,23:46.2,1,1,Jan,1
0,1,ID_YV0O97X5,X9GR,35:10.6,1,1,Jan,8
0,0,ID_A8HSNIPJ,X9GR,58:31.3,1,1,Jan,27
0,0,ID_7R4TU5VG,X9GR,04:14.4,1,1,Jan,17
0,0,ID_6NLUHLWV,X9GR,14:02.9,1,1,Jan,17
0,0,ID_R434WIQI,X9GR,44:54.3,1,1,Jan,4
1,0,ID_L3OG3GUH,X9GR,30:20.7,1,1,Jan,6
0,0,ID_IBRHZZQH,X9GR,23:24.7,1,1,Jan,3
0,0,ID_K9AKSR5T,X9GR,27:29.3,1,1,Jan,24
0,0,ID_T91L7Z36,X9GR,28:05.3,1,1,Jan,24
0,0,ID_EI7FJY4O,X9GR,50:20.5,1,1,Jan,6
0,1,ID_6TPB720X,X9GR,45:32.9,1,1,Jan,3
0,0,ID_7FKK5FE2,X9GR,10:53.7,1,1,Jan,8
0,0,ID_QTYJJWD7,X9GR,42:41.6,1,1,Jan,3
1,0,ID_VR867T06,X9GR,31:12.3,1,1,Jan,27
0,1,ID_7DERLMXX,X9GR,20:11.0,1,1,Jan,3
1,0,ID_QRKEM9KT,X9GR,49:37.6,1,1,Jan,6
1,1,ID_0YTF27NK,X9GR,36:09.0,1,1,Jan,10
0,0,ID_Z92XN0ZE,X9GR,32:02.2,1,1,Jan,23
0,0,ID_YD0XMJ1F,X9GR,38:46.5,1,1,Jan,24
1,0,ID_PR30PH4U,X9GR,41:52.0,1,1,Jan,3
1,0,ID_405OQG3V,X9GR,42:32.6,1,1,Jan,8
0,0,ID_A5IA65GB,X9GR,18:44.2,1,1,Jan,8
0,0,ID_6PN10MQW,X9GR,39:33.9,1,1,Jan,5
0,0,ID_DVYMD4HB,X9GR,17:14.7,1,1,Jan,28
0,0,ID_AUGWNP0Q,X9GR,25:24.0,1,1,Jan,16
0,1,ID_HHOBE0Z9,X9GR,26:04.0,1,1,Jan,1
0,0,ID_EF29J2VD,X9GR,12:28.0,1,1,Jan,6
0,0,ID_PHYMCH6D,X9GR,01:08.4,1,1,Jan,9
0,0,ID_FJ6VON0D,X9GR,46:17.2,1,1,Jan,3
0,0,ID_M7C378YL,X9GR,24:09.5,1,1,Jan,28
0,0,ID_PDA1VTNP,X9GR,34:16.9,1,1,Jan,10
0,0,ID_5RNKZF2K,X9GR,07:03.4,1,1,Jan,3
0,0,ID_ROA1NNE7,X9GR,37:39.0,1,1,Jan,4
0,0,ID_784YFD2F,X9GR,20:42.5,1,1,Jan,8
0,0,ID_A9Q0S1UT,X9GR,36:57.9,1,1,Jan,1
0,0,ID_EVP3WN0B,X9GR,22:36.9,1,1,Jan,23
0,0,ID_N4GVTCF9,X9GR,20:12.6,1,1,Jan,6
1,0,ID_ZO6SMC8R,X9GR,12:55.3,1,1,Jan,24
0,0,ID_5BD6RALG,X9GR,40:39.4,1,1,Jan,6
1,0,ID_EIF9PY16,X9GR,05:20.0,1,1,Jan,10
0,1,ID_CQW4143W,X9GR,06:27.5,1,1,Jan,8
0,1,ID_4JA25MAA,X9GR,14:31.0,1,1,Jan,6
1,1,ID_6VLWHJJ4,X9GR,35:55.4,1,1,Jan,8
0,0,ID_B9KSE4UX,X9GR,20:59.6,1,1,Jan,9
0,1,ID_VLFCVLCI,X9GR,49:39.2,1,1,Jan,25
0,0,ID_CATREENS,X9GR,41:02.7,1,1,Jan,24
1,0,ID_EMWATOK0,X9GR,11:31.1,1,1,Jan,1
0,1,ID_B4JOT8I4,X9GR,21:15.5,1,1,Jan,24
0,0,ID_NW44HBGJ,X9GR,54:24.2,1,1,Jan,5
0,0,ID_ELPUXCMI,X9GR,01:08.5,1,1,Jan,7
0,0,ID_VHH672A4,X9GR,16:56.4,1,1,Jan,1
0,0,ID_YQ0R4BLJ,X9GR,13:53.6,1,1,Jan,10
0,0,ID_M5ZWT0UU,X9GR,18:23.1,1,1,Jan,4
0,1,ID_Q9VBFJ84,X9GR,42:21.0,1,1,Jan,28
0,0,ID_QIE97GXX,X9GR,29:53.2,1,1,Jan,25
0,0,ID_T95GKVP0,X9GR,25:14.0,1,1,Jan,2
0,1,ID_GI1GDUYM,X9GR,39:52.4,1,1,Jan,16
1,0,ID_GEZ0P6W5,X9GR,05:10.2,1,1,Jan,15
0,0,ID_IT3K0Z0Z,X9GR,55:52.0,1,1,Jan,3
0,0,ID_ZJXLSO2M,X9GR,50:30.9,1,1,Jan,8
0,0,ID_O98AMXAB,X9GR,11:33.0,1,1,Jan,8
0,0,ID_JSNYEUBE,X9GR,34:33.4,1,1,Jan,2
1,0,ID_0XYCAZPX,X9GR,32:33.2,1,1,Jan,1
0,1,ID_FK8RIT3K,X9GR,54:12.8,1,1,Jan,18
0,0,ID_LASU3OIH,X9GR,24:44.6,1,1,Jan,8
1,0,ID_G1IPPV4H,X9GR,22:50.4,1,1,Jan,5
0,1,ID_SU6B572P,X9GR,52:42.3,1,1,Jan,7
0,1,ID_503OEVRE,X9GR,02:19.0,1,1,Jan,25
0,0,ID_ED98XA27,X9GR,01:07.2,1,1,Jan,17
0,0,ID_C8HBES9U,X9GR,36:05.6,1,1,Jan,3
0,0,ID_MV99HS74,X9GR,22:21.5,1,1,Jan,16
0,0,ID_VZYF104O,X9GR,12:00.6,1,1,Jan,8
0,0,ID_Y2FFNYBN,X9GR,53:10.1,1,1,Jan,2
0,0,ID_HJNM6SGJ,X9GR,06:37.9,1,1,Jan,1
0,0,ID_GCT1X28O,X9GR,35:56.6,1,1,Jan,1
1,0,ID_5EK1CI87,X9GR,19:40.4,1,1,Jan,23
0,1,ID_WGBB3OGY,X9GR,00:35.5,1,1,Jan,11
0,0,ID_QZ6815QW,X9GR,05:40.0,1,1,Jan,2
0,0,ID_IOVBDYPC,X9GR,10:59.9,1,1,Jan,4
0,0,ID_ODRQV8EJ,X9GR,03:11.0,1,1,Jan,8
0,0,ID_3I4ZBQIV,X9GR,35:53.0,1,1,Jan,30
0,0,ID_EYDB5LX1,X9GR,40:16.2,1,1,Jan,1
0,0,ID_1G7MUDC5,X9GR,54:04.8,1,1,Jan,4
0,0,ID_V6TMNW0O,X9GR,50:44.9,1,1,Jan,24
0,1,ID_S6Q92CI4,X9GR,20:48.7,1,1,Jan,9
1,0,ID_9T667LHH,X9GR,17:47.7,1,1,Jan,30
0,0,ID_LJBDZS9P,X9GR,50:10.6,1,1,Jan,11
1,0,ID_ZLW4C9XI,X9GR,13:52.7,1,1,Jan,24
0,0,ID_IRX36IT7,X9GR,40:58.9,1,1,Jan,14
1,1,ID_KUDI92G9,X9GR,41:39.2,1,1,Jan,24
0,0,ID_TQQAR9UE,X9GR,19:49.4,1,1,Jan,1
0,0,ID_C866VVKB,X9GR,09:04.1,1,1,Jan,15
0,0,ID_LTJIXLLC,X9GR,07:30.7,1,1,Jan,24
0,0,ID_LU4SPDWX,X9GR,08:12.3,1,1,Jan,26
0,0,ID_YT7CHHIY,X9GR,45:14.9,1,1,Jan,4
0,1,ID_I2RFWZPY,X9GR,36:28.3,1,1,Jan,18
0,0,ID_6R8VE4DC,X9GR,21:24.0,1,1,Jan,7
0,0,ID_B0K6YXE9,X9GR,23:06.2,1,1,Jan,6
0,0,ID_IEX6TX7E,X9GR,57:07.4,1,1,Jan,1
0,0,ID_3D9A1LYM,X9GR,40:41.7,1,1,Jan,15
0,0,ID_BELJ12DA,X9GR,21:51.4,1,1,Jan,24
0,0,ID_PCN0D666,X9GR,57:19.1,1,1,Jan,6
0,1,ID_1487BDE4,X9GR,22:20.6,1,1,Jan,28
0,1,ID_X3PIHCSL,X9GR,33:23.9,1,1,Jan,1
0,0,ID_0RFH6M1B,X9GR,08:37.7,1,1,Jan,17
1,0,ID_75E0EBLB,X9GR,08:56.3,1,1,Jan,6
0,0,ID_KWHW64RH,X9GR,16:32.3,1,1,Jan,1
0,0,ID_JXGHUIFJ,X9GR,36:59.4,1,1,Jan,26
0,0,ID_R47PAGQP,X9GR,37:28.5,1,1,Jan,20
0,0,ID_BK165XFA,X9GR,58:29.2,1,1,Jan,7
0,0,ID_E91RB6OM,X9GR,13:01.7,1,1,Jan,3
0,0,ID_KFYFOFP4,X9GR,39:24.2,1,1,Jan,10
1,0,ID_C678EVIS,X9GR,52:27.9,1,1,Jan,8
0,0,ID_64ZHXORE,X9GR,58:03.1,1,1,Jan,6
0,0,ID_K32T0WWF,X9GR,05:54.9,1,1,Jan,7
0,0,ID_HTW7D4FB,X9GR,29:23.7,1,1,Jan,13
0,1,ID_6SHVMZF4,X9GR,15:01.3,1,1,Jan,11
0,1,ID_G0CAVNIG,X9GR,27:36.5,1,1,Jan,7
0,0,ID_VXQJU1WU,X9GR,20:02.0,1,1,Jan,4
0,0,ID_DPA88R5Q,X9GR,17:17.9,1,1,Jan,24
0,0,ID_1DQJCIDV,X9GR,21:58.8,1,1,Jan,3
0,1,ID_M9IQQ3M5,X9GR,09:27.8,1,1,Jan,26
0,1,ID_G4EBGALX,X9GR,28:07.8,1,1,Jan,24
0,1,ID_9NMZCCQZ,X9GR,54:08.6,1,1,Jan,3
0,0,ID_E6T7R855,X9GR,42:43.5,1,1,Jan,6
0,0,ID_J3ZRI8BY,X9GR,20:37.0,1,1,Jan,17
0,0,ID_843SD4BM,X9GR,34:49.1,1,1,Jan,11
1,1,ID_YSO8AQL5,X9GR,40:03.5,1,1,Jan,24
0,0,ID_6LZJ3AJH,X9GR,35:22.4,1,1,Jan,30
0,1,ID_7QLJQC4X,X9GR,51:31.7,1,1,Jan,3
0,0,ID_5LISPBDL,X9GR,25:06.2,1,1,Jan,6
0,0,ID_YBPCWJV1,X9GR,58:26.4,1,1,Jan,28
0,0,ID_EKNCDE87,X9GR,43:00.5,1,1,Jan,30
0,0,ID_3CYLQ5H5,X9GR,10:56.9,1,1,Jan,7
0,0,ID_H4OMZDZK,X9GR,49:38.3,1,1,Jan,27
0,1,ID_U9CZVKWW,X9GR,43:57.5,1,1,Jan,27
0,0,ID_FCCOA4CT,X9GR,41:19.4,1,1,Jan,2
1,0,ID_C78MA4IQ,X9GR,33:57.4,1,1,Jan,24
0,0,ID_WZCG3HCV,X9GR,17:14.8,1,1,Jan,1
0,1,ID_95X2FXU0,X9GR,58:24.8,1,1,Jan,9
0,0,ID_2K0LRMG6,X9GR,05:59.6,1,1,Jan,15
0,0,ID_14TLPMV9,X9GR,13:52.6,1,1,Jan,10
0,3,ID_Z7URT7OD,X9GR,56:20.8,1,1,Jan,16
0,0,ID_KTRV5WOU,X9GR,15:51.5,1,1,Jan,28
0,1,ID_D5PQO7UL,X9GR,30:08.1,1,1,Jan,21
0,1,ID_QC24NDQO,X9GR,57:28.8,1,1,Jan,3
0,0,ID_BZIE4Q06,X9GR,58:44.5,1,1,Jan,12
0,0,ID_ASKE266G,X9GR,17:04.4,1,1,Jan,25
0,0,ID_0SHLNT1X,X9GR,47:56.5,1,1,Jan,3
